[02Jul2025 10:58:30.438] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forge_server, nogui]
[02Jul2025 10:58:30.443] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Ubuntu OpenJDK 64-Bit Server VM 21.0.7+6-Ubuntu-0ubuntu124.04
[02Jul2025 10:58:30.445] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.2.1 starting: java version 21.0.7 by Ubuntu; OS Linux arch amd64 version 6.8.0-1027-azure
[02Jul2025 10:58:30.792] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forge_server
[02Jul2025 10:58:30.982] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=jar:file:///workspaces/MCperros/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.7/mixin-0.8.7.jar!/ Service=ModLauncher Env=SERVER
[02Jul2025 10:58:31.620] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 6 dependencies adding them to mods collection
[02Jul2025 10:58:33.060] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[02Jul2025 10:58:33.191] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forge_server' with arguments [nogui]
[02Jul2025 10:58:33.276] [main/WARN] [mixin/]: Reference map 'yungsapi.refmap.json' for yungsapi.mixins.json could not be read. If this is a development environment you can ignore this message
[02Jul2025 10:58:33.503] [main/WARN] [mixin/]: Reference map 'kuma_api.refmap.json' for kuma_api.mixins.json could not be read. If this is a development environment you can ignore this message
[02Jul2025 10:58:33.506] [main/WARN] [mixin/]: Reference map 'kuma_api.refmap.json' for kuma_api.forge.mixins.json could not be read. If this is a development environment you can ignore this message
[02Jul2025 10:58:33.510] [main/WARN] [mixin/]: Reference map 'terrablender.refmap.json' for terrablender.mixins.json could not be read. If this is a development environment you can ignore this message
[02Jul2025 10:58:33.513] [main/WARN] [mixin/]: Reference map 'terrablender.refmap.json' for terrablender_forge.mixins.json could not be read. If this is a development environment you can ignore this message
[02Jul2025 10:58:33.518] [main/WARN] [mixin/]: Reference map 'ru.refmap.json' for ru.mixin.json could not be read. If this is a development environment you can ignore this message
[02Jul2025 10:58:33.520] [main/WARN] [mixin/]: Reference map 'trashslot.refmap.json' for trashslot.mixins.json could not be read. If this is a development environment you can ignore this message
[02Jul2025 10:58:33.521] [main/WARN] [mixin/]: Reference map 'trashslot.refmap.json' for trashslot.forge.mixins.json could not be read. If this is a development environment you can ignore this message
[02Jul2025 10:58:33.523] [main/WARN] [mixin/]: Reference map 'mixins.medievalend.refmap.json' for mixins.medievalend.json could not be read. If this is a development environment you can ignore this message
[02Jul2025 10:58:33.527] [main/WARN] [mixin/]: Reference map 'balm.refmap.json' for balm.mixins.json could not be read. If this is a development environment you can ignore this message
[02Jul2025 10:58:33.529] [main/WARN] [mixin/]: Reference map 'balm.refmap.json' for balm.forge.mixins.json could not be read. If this is a development environment you can ignore this message
[02Jul2025 10:58:33.530] [main/WARN] [mixin/]: Reference map 'betterendisland.refmap.json' for betterendisland.mixins.json could not be read. If this is a development environment you can ignore this message
[02Jul2025 10:58:33.537] [main/WARN] [mixin/]: Reference map 'sound_physics_remastered.refmap.json' for sound_physics_remastered.mixins.json could not be read. If this is a development environment you can ignore this message
[02Jul2025 10:58:33.540] [main/WARN] [mixin/]: Reference map 'journeymap-refmap.json' for journeymap.mixins.json could not be read. If this is a development environment you can ignore this message
[02Jul2025 10:58:33.541] [main/WARN] [mixin/]: Reference map 'journeymap-refmap.json' for journeymap.forge.mixins.json could not be read. If this is a development environment you can ignore this message
[02Jul2025 10:58:34.335] [main/INFO] [MixinExtras|Service/]: Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.4.0).
[02Jul2025 10:58:35.082] [main/WARN] [oshi.util.FileUtil/]: Configuration conflict: there is more than one oshi.properties file on the classpath: [jar:file:///workspaces/MCperros/servidor_minecraft/libraries/com/github/oshi/oshi-core/6.4.10/oshi-core-6.4.10.jar!/oshi.properties, jar:file:/workspaces/MCperros/servidor_minecraft/libraries/com/github/oshi/oshi-core/6.4.10/oshi-core-6.4.10.jar!/oshi.properties, jar:file:///workspaces/MCperros/servidor_minecraft/libraries/com/github/oshi/oshi-core/6.4.10/oshi-core-6.4.10.jar!/oshi.properties, jar:file:/workspaces/MCperros/servidor_minecraft/libraries/com/github/oshi/oshi-core/6.4.10/oshi-core-6.4.10.jar!/oshi.properties]
[02Jul2025 10:58:35.199] [main/WARN] [oshi.util.FileUtil/]: Configuration conflict: there is more than one oshi.architecture.properties file on the classpath: [jar:file:///workspaces/MCperros/servidor_minecraft/libraries/com/github/oshi/oshi-core/6.4.10/oshi-core-6.4.10.jar!/oshi.architecture.properties, jar:file:/workspaces/MCperros/servidor_minecraft/libraries/com/github/oshi/oshi-core/6.4.10/oshi-core-6.4.10.jar!/oshi.architecture.properties, jar:file:///workspaces/MCperros/servidor_minecraft/libraries/com/github/oshi/oshi-core/6.4.10/oshi-core-6.4.10.jar!/oshi.architecture.properties, jar:file:/workspaces/MCperros/servidor_minecraft/libraries/com/github/oshi/oshi-core/6.4.10/oshi-core-6.4.10.jar!/oshi.architecture.properties]
[02Jul2025 10:58:46.207] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 51.0.33, for MC 1.21 with MCP 20240613.102039
[02Jul2025 10:58:46.207] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v51.0.33 Initialized
[02Jul2025 10:58:46.235] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Opening jdk.naming.dns/com.sun.jndi.dns to java.naming
[02Jul2025 10:58:46.451] [modloading-worker-0/INFO] [Collective/]: Loading Collective version 8.3.
[02Jul2025 10:58:46.471] [modloading-worker-0/INFO] [com.autovw.advancednetherite.AdvancedNetherite/]: Initializing platform helper for Advanced Netherite!
[02Jul2025 10:58:47.847] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/MCperros/servidor_minecraft/config/regions_unexplored/ru-common.toml is not correct. Correcting
[02Jul2025 10:58:47.850] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key region_configs was corrected from null to its default, SynchronizedConfig{DataHolder:{}}. 
[02Jul2025 10:58:47.851] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key region_configs.toggle_custom_regions was corrected from null to its default, false. 
[02Jul2025 10:58:47.851] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key region_configs.primary_region_weight was corrected from null to its default, 11. 
[02Jul2025 10:58:47.852] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key region_configs.secondary_region_weight was corrected from null to its default, 8. 
[02Jul2025 10:58:47.852] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key region_configs.rare_region_weight was corrected from null to its default, 1. 
[02Jul2025 10:58:47.853] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key region_configs.nether_region_weight was corrected from null to its default, 14. 
[02Jul2025 10:58:47.860] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles was corrected from null to its default, SynchronizedConfig{DataHolder:{}}. 
[02Jul2025 10:58:47.860] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_alpha_grove was corrected from null to its default, true. 
[02Jul2025 10:58:47.860] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_arid_mountains was corrected from null to its default, true. 
[02Jul2025 10:58:47.861] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_smouldering_woodland was corrected from null to its default, true. 
[02Jul2025 10:58:47.861] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_autumnal_maple_forest was corrected from null to its default, true. 
[02Jul2025 10:58:47.861] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_bamboo_forest was corrected from null to its default, true. 
[02Jul2025 10:58:47.862] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_baobab_savanna was corrected from null to its default, true. 
[02Jul2025 10:58:47.862] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_barley_fields was corrected from null to its default, true. 
[02Jul2025 10:58:47.862] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_bayou was corrected from null to its default, true. 
[02Jul2025 10:58:47.862] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_blackwood_taiga was corrected from null to its default, true. 
[02Jul2025 10:58:47.862] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_boreal_taiga was corrected from null to its default, true. 
[02Jul2025 10:58:47.863] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_chalk_cliffs was corrected from null to its default, true. 
[02Jul2025 10:58:47.863] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_clover_plains was corrected from null to its default, true. 
[02Jul2025 10:58:47.863] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_cold_boreal_taiga was corrected from null to its default, true. 
[02Jul2025 10:58:47.863] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_cold_deciduous_forest was corrected from null to its default, true. 
[02Jul2025 10:58:47.864] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_cold_river was corrected from null to its default, true. 
[02Jul2025 10:58:47.864] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_deciduous_forest was corrected from null to its default, true. 
[02Jul2025 10:58:47.864] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_dry_bushland was corrected from null to its default, true. 
[02Jul2025 10:58:47.864] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_eucalyptus_forest was corrected from null to its default, true. 
[02Jul2025 10:58:47.864] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_fen was corrected from null to its default, true. 
[02Jul2025 10:58:47.865] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_flower_field was corrected from null to its default, true. 
[02Jul2025 10:58:47.865] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_frozen_pine_taiga was corrected from null to its default, true. 
[02Jul2025 10:58:47.865] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_frozen_tundra was corrected from null to its default, true. 
[02Jul2025 10:58:47.866] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_fungal_fen was corrected from null to its default, true. 
[02Jul2025 10:58:47.866] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_golden_boreal_taiga was corrected from null to its default, true. 
[02Jul2025 10:58:47.866] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_grassland was corrected from null to its default, true. 
[02Jul2025 10:58:47.867] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_grassy_beach was corrected from null to its default, true. 
[02Jul2025 10:58:47.870] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_gravel_beach was corrected from null to its default, true. 
[02Jul2025 10:58:47.870] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_highland_fields was corrected from null to its default, true. 
[02Jul2025 10:58:47.870] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_hyacinth_deeps was corrected from null to its default, true. 
[02Jul2025 10:58:47.870] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_icy_desert was corrected from null to its default, true. 
[02Jul2025 10:58:47.870] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_icy_heights was corrected from null to its default, true. 
[02Jul2025 10:58:47.870] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_joshua_desert was corrected from null to its default, true. 
[02Jul2025 10:58:47.870] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_magnolia_woodland was corrected from null to its default, true. 
[02Jul2025 10:58:47.870] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_maple_forest was corrected from null to its default, true. 
[02Jul2025 10:58:47.870] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_marsh was corrected from null to its default, true. 
[02Jul2025 10:58:47.870] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_mauve_hills was corrected from null to its default, true. 
[02Jul2025 10:58:47.871] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_meadow was corrected from null to its default, true. 
[02Jul2025 10:58:47.871] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_mountains was corrected from null to its default, true. 
[02Jul2025 10:58:47.871] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_muddy_river was corrected from null to its default, true. 
[02Jul2025 10:58:47.871] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_old_growth_bayou was corrected from null to its default, true. 
[02Jul2025 10:58:47.871] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_orchard was corrected from null to its default, true. 
[02Jul2025 10:58:47.871] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_outback was corrected from null to its default, true. 
[02Jul2025 10:58:47.871] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_pine_slopes was corrected from null to its default, true. 
[02Jul2025 10:58:47.871] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_pine_taiga was corrected from null to its default, true. 
[02Jul2025 10:58:47.879] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key biome_toggles.toggle_poppy_fields was corrected from null to its default, true. 
